article_id,hypothesis_text,linked_theory,linkage_strength,inference_type,mechanism_specified,mechanism_description,linkage_explanation
Study098,The modified osoto-gari defence reaction can reduce critical biomechanical risk factors.,NA,none,none,FALSE,NA,This is a practical prediction following from the first hypothesis and the study's aim to establish alternative techniques for injury prevention.
Study099,The choice condition would enhance learning as measured by a delayed retention test.,Optimal Theory Of Motor Learning,implicit,consistent,TRUE,"Autonomy support is a key motivational factor thought to contribute to goal-action coupling, facilitate dynamic switching between task sets, and be inherently rewarding, eliciting dopamine release to promote attention and effort, which supports effective motor performance and learning.","The hypothesis is consistent with the OPTIMAL theory's core claim that autonomy support enhances motor learning, though not strictly entailed by it."
Study099,Choice group participants would perceive more choice than control group participants.,NA,none,none,FALSE,NA,"This is a manipulation check to verify the experimental treatment, not a theoretical prediction about learning or performance."
Study099,Choice group participants would show greater confidence after practice and before retention testing than control group participants.,Optimal Theory Of Motor Learning,explicit,consistent,TRUE,"Autonomy support facilitates performance by enhancing performers' expectancies, including confidence in their ability to perform well.",The hypothesis is explicitly linked to one prediction of the OPTIMAL theory: that autonomy support enhances performers' expectancies/confidence.
Study099,The choice group would show greater positive affect than the control group at the end of practice.,Optimal Theory Of Motor Learning,explicit,consistent,TRUE,The rewarding experience of autonomy support can have affective consequences; autonomy-supportive conditions are inherently rewarding and elicit dopamine release.,"The hypothesis is explicitly framed as being consistent with the view that autonomy support creates a heightened experience of reward, which is a key mechanism in the OPTIMAL theory."
Study100,Increased pitching distance would result in increased upper extremity kinetics and perhaps some changes in full-body kinematics.,NA,none,abductive,FALSE,NA,"This hypothesis is directly based on prior empirical findings from a study of adolescent pitchers, not on a theoretical framework."
Study100,Ball velocity would not be significantly affected by pitching distance.,NA,none,abductive,FALSE,NA,"This hypothesis is directly based on prior empirical findings from a study of adolescent pitchers, not on a theoretical framework."
Study100,"As pitching distance increased, duration of ball flight, horizontal break, and vertical break would increase.",NA,none,abductive,FALSE,NA,"This hypothesis is directly based on prior empirical findings from a study of adolescent pitchers, not on a theoretical framework."
Study100,"As pitching distance increased, the percentage of strikes thrown would decrease.",NA,none,abductive,FALSE,NA,"This hypothesis is directly based on prior empirical findings from a study of adolescent pitchers, not on a theoretical framework."
Study101,A 30-min response inhibition cognitive task would induce MF and impair peak and mean time of the directional component but not the linear component of RSA.,Resource Depletion/Shared Neurocognitive Resource Model,implicit,consistent,TRUE,"The directional component of RSA involves higher cognitive demands (e.g., decision-making, pacing, directional changes, balance control) which compete for shared neurocognitive resources depleted by mental fatigue.",The hypothesis is consistent with the theory's claim that mental fatigue depletes a limited pool of neurocognitive resources needed for tasks with high cognitive demands.
Study101,MF would not affect peak height during isolated CMJs (measured at baseline and after each experimental treatment) and the RJA.,Resource Depletion/Shared Neurocognitive Resource Model,implicit,consistent,TRUE,"Isolated, brief maximal efforts (like CMJs) have minimal cognitive components and thus do not compete for the depleted neurocognitive resources.",The hypothesis aligns with the theory's implication that tasks with low cognitive demands are unaffected by resource depletion from mental fatigue.
Study101,MF would impair mean height and fatigue index (measured as decrement score) during the RJA.,Resource Depletion/Shared Neurocognitive Resource Model,implicit,consistent,TRUE,"Sustained, repeated jumping (RJA) involves pacing and fatigue management over time, which are cognitive processes drawing on shared neurocognitive resources.",The prediction is consistent with the theory's premise that tasks requiring sustained cognitive effort (like pacing in repeated efforts) are impaired when resources are depleted.
Study101,Reaction times during the PVT would be slower following 30 min of a mentally fatiguing task compared to watching neutral videos.,Resource Depletion/Shared Neurocognitive Resource Model,explicit,consistent,TRUE,MF impairs cognitive performance due to depletion of shared neurocognitive resources needed for vigilance and sustained attention.,The hypothesis is directly supported by the text's citation of evidence that 'MF impairs cognitive performance' and the explicit mention of a 'shared neurocognitive connection'.
